frase	duracao_media_masculino	total_classificacoes_masculino	classificacao_majoritaria_masculino	votos_maioria_masculino	total_positiva_masculino	total_negativa_masculino	total_neutra_masculino	duracao_media_feminino	total_classificacoes_feminino	classificacao_majoritaria_feminino	votos_maioria_feminino	total_positiva_feminino	total_negativa_feminino	total_neutra_feminino	concordancia_grupos
Fiquei surpresa e paralisada!	3.2677499999999995	4	neutra	4	0	0	4	5.3725000000000005	4	neutra	4	0	0	4	1
Eu e meu namorado agora, temos ficado bastante tempo juntos, e ainda temos aquele sonho de dormi juntos, e acordar um do lado do outro, sabe.	5.964	4	neutra	3	1	0	3	5.52375	4	neutra	4	0	0	4	1
Das outras vezes que eu vim escrever, era pra contar histórias engraçadas.	4.441000000000001	4	neutra	3	1	0	3	5.781499999999999	4	neutra	3	1	0	3	1
Vibro com alegrias que não me pertecem.	6.27325	4	positiva	4	4	0	0	8.97425	4	positiva	3	3	0	1	1
Mas uma hora eu vou ter que aprender a conviver com isso.	4.5527500000000005	4	neutra	3	0	1	3	4.751	4	positiva	2	2	1	1	0
Não ficamos, nem sequer nos beijamos, almoçamos juntos algumas vezes nos falamos por telefone e nos correspondemos por mensagens e msn, tudo começou com uma amizade.	8.06075	4	positiva	3	3	1	0	6.53125	4	positiva	3	3	0	1	1
E porque ele é muito envergonhado pra dar em cima de você, é timidez.	9.49475	4	negativa	3	0	3	1	11.15475	4	neutra	3	0	1	3	0
Muitas vezes essa pessoa feri nossos sentimentos sem sequer saber o que sentimos.	6.247	4	neutra	2	1	1	2	14.314	4	neutra	4	0	0	4	1
Eu não pretendo me comprometer seriamente com ninguém.	7.155	4	negativa	2	1	2	1	6.69325	4	negativa	4	0	4	0	1
Depois de muitas lágrimas e uma festa de despedida as minhas férias acabaram, voltei pra minha realidade e então o meu romance de verão teve que chegar ao fim por conta das responsabilidades do mundo real.	9.75575	4	negativa	4	0	4	0	7.100249999999999	4	negativa	4	0	4	0	1
Bom, antes de tudo devo deixar expresso aqui que ela quem me mandou o e-mail abaixo, contando detalhe por detalhe de tudo e eu garanto é 100% verdade.	4.34825	4	neutra	3	0	1	3	5.117	4	negativa	3	0	3	1	0
Ele chegou as 00:30 eu o esperava ansiosa pois sempre dormíamos agarradinhos e por isso o esperava.	6.6217500000000005	4	negativa	4	0	4	0	113.31575000000001	4	neutra	2	1	1	2	0
Descobri com minha mãe que meu padrasto estava traindo ela.	6.53025	4	neutra	4	0	0	4	34.9885	4	neutra	4	0	0	4	1
Mas também não adianta tu querer colocar um decote, e um short enfiado no cú , garotas desse tipo só são vistas como objeto sexual.	4.321000000000001	4	negativa	4	0	4	0	4.272500000000001	4	negativa	3	0	3	1	1
Já tinha amado alguém que nunca me amou, fiz de tudo pela minha ex, e de um dia para o outro ela me deixou, dói de mais amar e ter que viver de migalhas, e nesta minha vida curta já sofri demais, então por que não corresponder a Helen?	10.914000000000001	4	negativa	4	0	4	0	9.51625	4	negativa	4	0	4	0	1
Gostoso, quentinho, agradável.	6.432500000000001	4	neutra	3	0	1	3	7.149500000000001	4	neutra	3	0	1	3	1
Aos 5 anos de idade eu quase morri!	18.88575	4	negativa	4	0	4	0	23.2795	4	positiva	2	2	1	1	0
Meu niver trabalhei o dia todo, quase 20:00 e eu aqui nesta transito horrível, vou chegar em casa somente pra dormir e hoje é meu dia não aproveitei nada.	2.2085	4	positiva	4	4	0	0	5.959	4	positiva	3	3	0	1	1
Enfim, Boa Noite, e gostaria de agradecer aos comentários do assunto anterior.	4.3215	4	negativa	3	0	3	1	3.0795	4	negativa	3	0	3	1	1
Me imagino passando perto da casa dos meus pais e deixando um pão quentinho a tarde.	11.5595	4	negativa	4	0	4	0	8.883000000000001	4	negativa	4	0	4	0	1
Eu cheguei da escola ontem normal almocei e eu estava com o fone de ouvido no ultimo volume.	4.2642500000000005	4	positiva	3	3	0	1	5.556000000000001	4	neutra	3	1	0	3	0
Eu confiei muito na Evellyn (minha prima), eu contei a ela coisas que só EU deveria saber, contei meus segredos, fiz coisas com ela, confiei nela até o último momento.	3.91625	4	positiva	4	4	0	0	3.06425	4	positiva	3	3	0	1	1
Coisas acontecem nos piores momentos, faz parte dessa longa viagem chamada vida.	3.91675	4	neutra	3	1	0	3	5.8955	4	neutra	4	0	0	4	1
Muitas vezes confundido com o veterinário, o zootecnista é, na verdade, o profissional voltado para o desenvolvimento da produção.	10.47725	4	positiva	4	4	0	0	9.671499999999998	4	neutra	4	0	0	4	0
O ônibus interno parou e perguntou se eu iria para Benq, informei que não.	6.67725	4	neutra	4	0	0	4	7.693	4	neutra	4	0	0	4	1
Cartas de amor geralmente não começam assim, com explicações e motivos.	6.265499999999999	4	neutra	4	0	0	4	4.9725	4	neutra	4	0	0	4	1
Eu mudo muito meus sentimentos em relação a ele.	4.4262500000000005	4	neutra	3	1	0	3	3.30225	4	neutra	4	0	0	4	1
Tive que ir nas casas lotéricas pagar umas contas (como sempre deixo tudo pra cima da hora) e a fila me parecia mas um caracol.	8.06325	4	neutra	3	0	1	3	4.935	4	neutra	4	0	0	4	1
Na minha escola é cheio de rockeiros e as patricinhas que tinham lá normalmente se tornaram umas vadias!	4.62325	4	neutra	3	0	1	3	4.20225	4	neutra	4	0	0	4	1
5 anos sem a pessoa que mais me importa nesse mundo.	7.09225	4	negativa	4	0	4	0	9.1095	4	negativa	3	0	3	1	1
Isso aconteceu na noite de 4º feira, e no domingo estava fazendo o almoço e meu marido estava vendo futebol com meu filho.	6.10675	4	negativa	3	0	3	1	8.526	4	negativa	3	0	3	1	1
Entrei, pedi licença e fui pegar um livro de romance!	2.7575000000000003	4	negativa	4	0	4	0	6.636500000000001	4	negativa	4	0	4	0	1
O certo é você ser inteligente.	8.79775	4	neutra	4	0	0	4	6.11725	4	neutra	4	0	0	4	1
Era muita gente, tenho certeza que os 24 que entrarem vão ter gabaritado a prova!	4.04925	4	neutra	4	0	0	4	3.3034999999999997	4	neutra	4	0	0	4	1
Me senti a pessoa mais sem chão do mundo.	12.934750000000001	4	positiva	3	3	0	1	35.464999999999996	4	positiva	3	3	0	1	1
Queria esquecer a luz dos teus olhos, pois assim eu não sentiria saudades deles, queria esquecer o tom da sua voz, o seu jeito de falar, queria esquecer esse sorriso lindo que só você tem.	7.968	4	neutra	3	0	1	3	7.4895	4	neutra	3	1	0	3	1
Enquanto vc é importante para as pessoas você é lindo, é fofo, é inteligente, é sensual e se for além de tudo você se torna o amor.	2.7295000000000003	4	negativa	4	0	4	0	2.5195	4	negativa	3	0	3	1	1
Assim que subir a Erika vai te olhar com aqueles olhos de reprovação.	7.436	4	negativa	3	1	3	0	8.854	4	negativa	4	0	4	0	1
Trabalham também como administradores rurais e planejadores de fazendas e instalações rurais.	10.19625	4	positiva	4	4	0	0	8.46425	4	positiva	4	4	0	0	1
Imaginem uma menina de 14 anos alta, e sem peito, bunda, cochas longas e finas, com certeza ficaria uma merda.	5.1217500000000005	4	negativa	4	0	4	0	5.102	4	negativa	4	0	4	0	1
Se ele puxar assunto quer dizer que ele gosta de falar com você, mas se caso você puxa assunto, e ele te responde com frases curtas ou demora pra responder e vem com desculpinhas pedindo desculpa pela demora, quer dizer que você tá enchendo a paciência dele e ele só te responde por educação.	4.2715	4	neutra	4	0	0	4	4.664999999999999	4	neutra	4	0	0	4	1
Ai ele me achou melhor e colocou na receita apenas um comprimido de fluoxetina.	4.23075	4	negativa	4	0	4	0	6.45275	4	negativa	3	0	3	1	1
Venho de família em que o Pai sempre sustentou a casa para criar os filhos, enquanto minha mãe ficava em casa cuidando da gente.	15.278500000000001	4	negativa	3	0	3	1	14.14375	4	neutra	3	0	1	3	0
Dois irmãos que moravam em fazendas vizinhas, separadas apenas por um riacho, entraram em conflito.	4.906499999999999	4	neutra	3	1	0	3	6.74425	4	neutra	3	1	0	3	1
Esta noite início meu livro e quero compartilhar com vocês e lógico pedir aquelas famosas criticas de sempre, preciso daquele olhar crítico que todo bom leitor tem.	6.7170000000000005	4	neutra	3	0	1	3	6.0475	4	neutra	4	0	0	4	1
Ninguém acredita, e alguns até riem, quando eu digo que meu cachorro foi tudo e nada para mim, e que me salvou do suicídio, mas acho que lendo esse texto, alguns entenderiam.	9.06975	4	positiva	3	3	0	1	17.98075	4	neutra	3	1	0	3	0
Será que ele vai começar a me analisar?	4.52825	4	neutra	4	0	0	4	3.4332499999999997	4	neutra	4	0	0	4	1
Daí o meu pânico eu não consegui tomar o remédio eu estava muito nervosa e com medo, meu pai não entendeu a fobia que eu tenho de agulhas e brigou comigo na frente das enfermeiras.	10.151250000000001	4	positiva	3	3	1	0	11.813	4	positiva	3	3	1	0	1
Ficava olhando ele dar aula, sonhando , imaginando coisas.	3.4305	4	neutra	4	0	0	4	3.4934999999999996	4	neutra	4	0	0	4	1
No ultimo aparelho ele ficou do meu lado e eu disse que tava cansada, aí ele disse: Se você quiser pode ficar ai, até 10 da noite, que a gente fecha a academia.	6.33225	4	negativa	4	0	4	0	39.01025	4	negativa	4	0	4	0	1
A descoberta de novos sentimentos, novas ações e tals.	5.84225	4	positiva	3	3	0	1	10.263	4	positiva	4	4	0	0	1
Quando uma pétala tocar o seu rosto, será minha mão deslizando pelo seu corpo.	8.32475	4	neutra	2	1	1	2	8.941	4	neutra	4	0	0	4	1
Já basta, não aguentando mais, eu discuti com minha tia hoje com minha mãe e estou chorando e parece que estou sozinha de novo e como sempre fiquei.	5.0355	4	neutra	3	1	0	3	6.775	4	neutra	3	1	0	3	1
Bicos que podem ser macios como os seios, que estão inchados e orgulhosos de serem tão fofos.	3.4305000000000003	4	positiva	4	4	0	0	5.17525	4	positiva	4	4	0	0	1
Basta saber viver, saber ser livre , amar e ser amado , saber fazer e ser feliz !	12.5395	4	negativa	4	0	4	0	8.881	4	negativa	4	0	4	0	1
Algo gostoso, muito gostoso estava beijando pela primeira vez e foi muito bom pra mim.	3.11125	4	positiva	4	4	0	0	5.3705	4	positiva	4	4	0	0	1
Porque não fazer ela feliz, já que ela também estava disposta a me fazer feliz.	9.421	4	negativa	4	0	4	0	29.599000000000004	4	negativa	4	0	4	0	1
Só quem sabe realmente, sou eu que estou vivendo, sentindo.	4.156750000000001	4	positiva	4	4	0	0	4.286	4	positiva	4	4	0	0	1
Nesse momento eu fico sem jeito, e a timidez toma conta de mim e quando me dou conta, já estou em seus braços.	786.76975	4	positiva	3	3	1	0	17.776999999999997	4	positiva	3	3	0	1	1
Eu já não aguento mais ouvir desaforo, piada, jogando na minha cara coisas que ele fez por mim, e por isso resolvi ser garota de programa.	6.140000000000001	4	neutra	3	0	1	3	4.495	4	neutra	3	0	1	3	1
Eu tenho alguns planos em minha mente, e tem um prazo para isso ser realizado.	5.7545	4	negativa	4	0	4	0	10.90075	4	negativa	4	0	4	0	1
Ao contrário, eu te amo muito!	3.5082500000000003	4	neutra	3	1	0	3	3.347	4	neutra	3	1	0	3	1
Aproveitei que já tinha acordado e liguei pro meu namorado pois a gente ia se ver de novo.	7.4959999999999996	4	neutra	4	0	0	4	4.4510000000000005	4	neutra	3	1	0	3	1
Sempre quando se faz aqueles rastreios na escola, sou sempre alertada porque estou abaixo e eu não gosto disso!	2.43775	4	positiva	4	4	0	0	2.279	4	positiva	3	3	0	1	1
Ao voltar para casa da minha mãe com 13 anos, minha irmã mais velha estava em uma vida de drogas e de coisas erradas, ela me batia sempre, usava minhas roupas e deixava suja, emprestava para as amigas drogadas dela, me provocava de uma maneira que eu sentia vontade de sumir daquele inferno.	4.45775	4	negativa	4	0	4	0	4.83675	4	negativa	4	0	4	0	1
Nos dias de chuva ou quando tinha pesadelo , ir correndo pra cama dos meus pais , ou dormir do lado da cama dele e fazer meu pai dormir a noite toda com a mão em cima de mim , se não não conseguia dormir .	7.33625	4	positiva	4	4	0	0	10.2525	4	positiva	4	4	0	0	1
É acreditar num mundo melhor.	10.5615	4	negativa	4	0	4	0	9.607000000000001	4	negativa	4	0	4	0	1
Tem uma grande sensualidade e sabe como explora-la muito bem.	11.26225	4	neutra	2	1	1	2	10.006	4	positiva	3	3	1	0	0
Brincar de comidinha com as vizinhas !	4.22575	4	positiva	3	3	0	1	3.15	4	positiva	3	3	0	1	1
E deixar alguém feliz vale mais do que saber da minha vida.	7.101	4	positiva	4	4	0	0	4.2875	4	positiva	3	3	0	1	1
Eu voltei a ser feliz e estou rindo muito de tudo que aconteceu.	3.9785	4	negativa	4	0	4	0	4.90875	4	negativa	3	1	3	0	1
Mas ele é lindo, aquele sorriso, a forma como fala comigo é muito fofo.	8.54475	4	negativa	4	0	4	0	4.96475	4	negativa	4	0	4	0	1
A noite estava chegando quando ouvi o batido na porta.	2.778	4	positiva	4	4	0	0	3.39175	4	positiva	4	4	0	0	1
Fui na psiquiatra e ela me passou risperidona.	2.92375	4	positiva	4	4	0	0	3.963	4	positiva	4	4	0	0	1
Ainda me lembro das vezes que você me olhava e dizia o medo que sentia de me perder.	3.1865000000000006	4	neutra	4	0	0	4	3.76275	4	neutra	4	0	0	4	1
Encontrarei alguém que realmente me faça feliz, talvez, Deus quer que ele seja somente meu amigo, o meu melhor amigo, aquele amigo do jardim de infância, Deus tem algo melhor pra mim.	5.9567499999999995	4	neutra	3	0	1	3	3.199	4	neutra	3	0	1	3	1
Presta atenção rapaz, ela da risada das suas piadas mais idiotas.	8.152000000000001	4	negativa	3	1	3	0	7.865	4	negativa	2	1	2	1	1
Eu sei que devo esperar, mais esperei demais.	2.7515	4	positiva	4	4	0	0	3.52325	4	positiva	3	3	0	1	1
Ontem a noite meu namorado veio aqui em casa, não saímos, ficamos em casa mesmo.	4.4565	4	positiva	4	4	0	0	4.9254999999999995	4	positiva	3	3	0	1	1
Mas tem hora que parece que vou explodir de tanto amor.	6.18825	4	neutra	3	0	1	3	17.488000000000003	4	neutra	4	0	0	4	1
Ansioso por um abraço apertado e beijo na testa.	5.9795	4	negativa	4	0	4	0	6.17675	4	negativa	4	0	4	0	1
O pensamento ' eu quero me matar' aparece com muita frequência.	5.943499999999999	4	positiva	4	4	0	0	7.0222500000000005	4	positiva	3	3	0	1	1
Os geminianos sempre são muito expressivos e falam muito com as mãos, sempre contando fatos que lhes aconteceram com muita vivacidade	3.7765	4	positiva	4	4	0	0	4.555	4	positiva	4	4	0	0	1
Mas dessa vez até que foi legal, conversamos bastante, acho que ele entendeu meu lado.	2.8305	4	negativa	4	0	4	0	3.1184999999999996	4	negativa	4	0	4	0	1
Depois de um tempo, deitamos no sofá (já era de tarde) pois ele queria ver o tal jogo que ia passar na tv.	8.21325	4	neutra	4	0	0	4	11.95325	4	neutra	3	1	0	3	1
Mas ele me deixou como segunda opção.	3.591	4	positiva	4	4	0	0	4.2565	4	positiva	3	3	0	1	1
Minha mãe assumiu ter preconceito com meu namorado por ele ser negro.	2.5860000000000003	4	negativa	4	0	4	0	3.6140000000000003	4	negativa	4	0	4	0	1
Desculpa por ter cometido um erro tão grande e imperdoável.	8.28425	4	negativa	4	0	4	0	9.87575	4	neutra	4	0	0	4	0
Quando eu olhei pra trás, ele latiu, abanou o rabo e fez uma pose sexy que me seduziu, quero ele.	2.79025	4	negativa	4	0	4	0	4.038749999999999	4	negativa	4	0	4	0	1
Nunca devemos esquecer de que somos nós os arquiteto do nosso próprio destino cada um tem o seu livre arbítrio de seguir a sua vida como quer.	4.986750000000001	4	negativa	2	1	2	1	3.75725	4	negativa	3	1	3	0	1
Bom continuando, nós sempre marcávamos um cineminha básico.	6.021	4	positiva	4	4	0	0	10.847	4	positiva	2	2	1	1	1
Lembro somente de ouvir o telefone ser desligado, sabia que tinha perdido minha família naquele momento.	5.1442499999999995	4	negativa	4	0	4	0	6.28925	4	negativa	4	0	4	0	1
Pra comemorar pedimos pizza, e eu fiz uma carta e deixei do lado dele da cama!	11.11325	4	neutra	4	0	0	4	6.075749999999999	4	neutra	3	0	1	3	1
EU não to nem ai pra pra nada, pra ninguém, foda-se, estou feliz do jeito que eu sou!	5.795999999999999	4	negativa	4	0	4	0	6.53575	4	negativa	4	0	4	0	1
Pois é com ele que eu respiro, que eu sonho, e nele que guardo minhas alegrias.	5.027749999999999	4	positiva	4	4	0	0	4.152	4	positiva	3	3	0	1	1
Talvez do jeito que eu e minhas amigas fazemos esteja errado porém parece ser real.	5.1695	4	positiva	4	4	0	0	5.009500000000001	4	positiva	3	3	1	0	1
Confesso que fiquei muito chateada com isso, pois eu nunca deixei de lembrar dele nesses 10 meses de namoro, sempre nas datas comemorativas dei coisas para ele, chegando aqui em casa, chorei horrores.	4.235250000000001	4	positiva	4	4	0	0	5.0665	4	positiva	3	3	0	1	1
Fico pensando preciso ir ao um psicólogo, pois ele sim eu sei que eu posso confiar pois ele guarda aquilo tudo com ele para ter uma renda.	7.22325	4	neutra	4	0	0	4	12.900250000000002	4	neutra	3	1	0	3	1
Porque eu vou conseguir emagrecer, e vou provar a todos que eu não sou uma miuda gorda qualquer.	8.2325	4	negativa	4	0	4	0	7.2467500000000005	4	negativa	4	0	4	0	1
Não preciso te dar satisfações pra onde eu vou ou o que eu vou fazer, nem essa tua vida de merda me preocupa.	10.81525	4	neutra	3	1	0	3	12.95325	4	neutra	2	1	1	2	1
A vontade de chorar volta.	6.0365	4	positiva	4	4	0	0	7.237749999999999	4	positiva	2	2	1	1	1
Eu sabia que você tinha sumido de algum modo, mas queria evitar isso, queria mentir pra mim mesma.	8.52675	4	negativa	3	0	3	1	6.51425	4	negativa	3	0	3	1	1
Já estávamos namorando há 2 meses.	1.8810000000000002	4	negativa	4	0	4	0	2.1580000000000004	4	negativa	2	1	2	1	1
Bem, eu não aguento mais essa ansiedade.	6.5497499999999995	4	negativa	4	0	4	0	7.52875	4	negativa	4	0	4	0	1
Mas como tudo tem seu lado positivo, eu acredito que essa experiência vai servir pros meus próximos relacionamentos.	2.0942499999999997	4	neutra	3	1	0	3	2.6505	4	neutra	3	1	0	3	1
Pelo menos pornografia não engorda.	3.066	4	negativa	4	0	4	0	2.831	4	negativa	3	0	3	1	1
Teve uma matéria que eu atingi o limite de faltas; outra que passei pescando; teve um trabalho que eu nem sequer vi a cor, mas botaram meu nome; nos seminários me salvava por causa dos outros.	4.310499999999999	4	positiva	2	2	1	1	3.67425	4	neutra	3	0	1	3	0
É mais triste ainda saber que ela me pressionava a perder a virgindade com ele, apoiava meu namoro, deixou eu me envolver até que me apaixonasse fortemente por ele.	7.5685	4	negativa	4	0	4	0	5.825	4	negativa	3	0	3	1	1
Sinceramente, o amor não se escolhe, apenas acontece.	10.82925	4	negativa	4	0	4	0	29.87825	4	negativa	3	0	3	1	1
Foi um susto para muita gente.	7.72775	4	negativa	4	0	4	0	10.185999999999998	4	negativa	3	0	3	1	1
Eu acho que já era madura pra ter oito ou nove anos, sinceramente.	3.16925	4	positiva	3	3	0	1	6.9355	4	neutra	3	1	0	3	0
Mas ultimamente não estou aguentando, é como se eu tivesse precisando de algo a mais sabe, ou melhor, eu preciso, preciso de você.	5.039999999999999	4	negativa	3	0	3	1	2.439	4	neutra	3	0	1	3	0
Mas infelizmente não tenho ela, e continuo viva, então tenho que viver, mesmo sem ela.	7.218249999999999	4	negativa	3	1	3	0	6.165749999999999	4	negativa	2	1	2	1	1
Sempre teremos almas iluminadas nos estendendo a mão.	3.67375	4	positiva	3	3	0	1	3.77275	4	positiva	3	3	0	1	1
Assim ele vai tentar querer saber oque você quer.	8.22575	4	negativa	2	1	2	1	4.7425	4	negativa	3	1	3	0	1
Quando o cara tá interessado em mim as vezes eu não tô interessada no cara ou todo mundo ta interessando e não da certo, acontece alguma coisa e pronto.	4.303999999999999	4	positiva	4	4	0	0	4.126	4	positiva	4	4	0	0	1
Bem, ainda não sei se vou tomar.	20.43625	4	neutra	3	0	1	3	4.57075	4	neutra	3	0	1	3	1
Me encontro vazia, sem esperança e depois de tudo o que eu te fiz, sem coragem pra pedir que fique comigo.	3.0225	4	neutra	4	0	0	4	3.04	4	neutra	3	0	1	3	1
Eu não sabia o que fazer!	16.18175	4	positiva	4	4	0	0	4.571750000000001	4	positiva	4	4	0	0	1
Meu nome é Edvania Lemos, eu sou casada e tenho um filho de 12 anos de idade.	5.801	4	negativa	4	0	4	0	7.036	4	negativa	4	0	4	0	1
Parece que aconteceu ontem, porque consigo sentir até o cheiro dele.	2.71575	4	neutra	4	0	0	4	4.132	4	neutra	3	1	0	3	1
Falar que a vida é feita de escolhas, é extremamente fácil.	3.01075	4	positiva	4	4	0	0	5.888249999999999	4	positiva	4	4	0	0	1
Cara, eu não aguento mais o Douglas, garoto chato!	4.74125	4	neutra	3	0	1	3	5.14475	4	neutra	4	0	0	4	1
Acordamos bem cedo, voltamos para casa dela, logo chegaria o caminhão para levar a mudança, tinha assumido uma responsabilidade grande.	8.73325	4	neutra	3	0	1	3	15.664499999999999	4	neutra	2	1	1	2	1
E agora estão todas ligadas e nem percebi.	2.5324999999999998	4	negativa	4	0	4	0	3.27575	4	negativa	3	0	3	1	1
Ouvir lixo do meu pai e ver minha mãe propondo coisas ridículas me fazem ficar pior, mais nervosa.	14.4395	4	neutra	4	0	0	4	8.101	4	neutra	4	0	0	4	1
Eu realmente precisava lhe dizer isso, não aguentava mais.	3.6100000000000003	4	neutra	4	0	0	4	3.465	4	neutra	4	0	0	4	1
Acordei com Helen me olhando, sabia que ela também não estava bem, mas naquele momento era a única pessoa que eu tinha e eu era a única pessoa que ela tinha, tomei banho, me troquei e já estava a sair.	4.786	4	negativa	4	0	4	0	4.92125	4	negativa	4	0	4	0	1
Então, ela está ali para aturar você falando sobre coisas banais, ela só quer ver a sua boca se mexer e o som da sua voz sair.	4.53425	4	neutra	2	1	1	2	4.483	4	neutra	2	1	1	2	1
Uma amiga minha já tinha consciência de que eu gostava do meu amigo.	10.39375	4	negativa	3	0	3	1	30.926250000000003	4	negativa	3	0	3	1	1
Dai passou o tempo ,e eu entrei na faculdade federal(hj estudo em uma particular ,assunto pra mais tarde) e logo de cara fiz amizade com a turma.	8.465499999999999	4	positiva	2	2	1	1	20.436999999999998	4	neutra	2	1	1	2	0
Não por querer, toda família simplesmente esquece da minha existência.	5.0145	4	neutra	4	0	0	4	4.0105	4	neutra	3	1	0	3	1
Eu te amo tanto, eu queria que você soubesse disso, que você percebesse os meus atos de amor, carinho, dedicação que demonstrei a ti.	3.56175	4	negativa	4	0	4	0	4.72675	4	negativa	4	0	4	0	1
Ai gente não gosto disso, sei la acho uma falta de respeito comigo!	4.729	4	negativa	4	0	4	0	6.715750000000001	4	negativa	4	0	4	0	1
e perco pensando em seu sorriso no como é lindo , no como ele me fazia me sentir tão especial em questão de minutos .	8.0135	4	positiva	4	4	0	0	7.1455	4	positiva	4	4	0	0	1
Confiar em si é a melhor solução pra nao se encontrar nessas situações.	3.021	4	negativa	4	0	4	0	4.1535	4	negativa	4	0	4	0	1
Não acho minha vida uma desgraça, apesar do TOC, autoestima baixa, ansiedade, insônia, pânico, problemas familiares.	5.73675	4	positiva	4	4	0	0	8.383000000000001	4	positiva	4	4	0	0	1
Dentro desse tempo(que não é curto), tive momentos bons e ruins(mais ruins) e parece que não consigo sair dessa!	4.002	4	positiva	4	4	0	0	6.546250000000001	4	positiva	3	3	0	1	1
Então, porque você garota não para de se interessar por aquele menino que tem coragem de chegar em você logo falando da sua aparência, olhando seu corpo e elogiando tentando te ganhar pelo que você é por fora.	7.343	4	negativa	3	1	3	0	18.261499999999998	4	negativa	4	0	4	0	1
Moça alta, mulata, bonitona.	5.7620000000000005	4	negativa	4	0	4	0	8.39675	4	negativa	3	0	3	1	1
VOU FICAR TORCENDO PRA ELE FICAR BEM LONGE DE MIM..... ATÉ PORQUE ELE NÃO É NADA BONITO.	15.17925	4	negativa	3	1	3	0	24.241500000000002	4	negativa	4	0	4	0	1
Eu não to nem ai pra tua autoridade, se você eh meu chefe, minha mãe ou o presidente do brasil, pra falar comigo você pede por favor e depois fala muito obrigado.	4.026	4	negativa	4	0	4	0	16.91	4	negativa	4	0	4	0	1
Ele desenha tão bem e o seu sorriso é lindo.	8.58175	4	positiva	4	4	0	0	6.7605	4	positiva	4	4	0	0	1
Sou forte, madura, e aprendo com meus erros.	8.37025	4	negativa	4	0	4	0	9.65875	4	negativa	2	1	2	1	1
Eu não me considero uma pessoa de sorte.	2.6895	4	positiva	4	4	0	0	2.7595	4	positiva	3	3	0	1	1
A gente conversou e logo eu familiarizei com ela, achei que não teria coragem de contar os meus problemas pra uma desconhecida, mais consegui falar sobre tudo com ela.	2.315	4	positiva	4	4	0	0	5.79925	4	positiva	4	4	0	0	1
Eu tava o tempo inteiro 'quero me matar, me matar ' não tava dormindo, angústia e ansiedade gritante, chorando por qualquer coisinha.	2.2655000000000003	4	negativa	3	0	3	1	4.37775	4	negativa	3	0	3	1	1
Zootecnistas são profissionais responsáveis pelo estudo e controle da reprodução, aprimoramento genético e nutrição de animais criados com fins comerciais, que visam a aumentar a produção e melhorar a qualidade dos produtos de origem animal.	6.595750000000001	4	positiva	4	4	0	0	19.829749999999997	4	positiva	3	3	0	1	1
Mas foi em uma semana, muito bem planejada por mim, que enfim ocorreu o nosso encontro dos sonhos.	4.74925	4	negativa	4	0	4	0	6.1085	4	negativa	4	0	4	0	1
Foi Deus usando a boca de uma amiga minha pra me transmitir a mensagem de que ele tem algo melhor pra mim.	11.96925	4	neutra	3	1	0	3	13.0195	4	neutra	4	0	0	4	1
Em vez de cerca, uma ponte foi construída ali, ligando as duas margens do riacho.	4.899249999999999	4	positiva	3	3	0	1	6.16525	4	positiva	4	4	0	0	1
Boca macia, gulosa, quente, que vai tentar engolir ele todo e não vai conseguir, vai lambe-lo completamente para compensar o fato de não pode-lo tocar por inteiro com a boca.	7.9190000000000005	4	positiva	4	4	0	0	4.3315	4	positiva	3	3	0	1	1
Não tenho irmãos e por várias razões aprendi que as minhas melhores amigas não sabem guardar segredos.	18.966	4	neutra	3	1	0	3	9.9335	4	neutra	3	1	0	3	1
Esse garoto não é metido, é super gente boa, mas de uns tempos pra cá eu me apaixonei por ele.	4.20725	4	neutra	3	1	0	3	2.953	4	neutra	3	1	0	3	1
Me sinto fraca pra lutar por tudo o que eu quero, e as pessoas sempre nos decepcionando.	4.2305	4	negativa	3	0	3	1	18.78375	4	negativa	3	0	3	1	1
No caminho da casa dessa garota encontramos um senhor deitado no chão como se estivesse morto ou desmaiado, o estranho era que o homem estava com os olhos meio aberto e virado para cima.	4.19	4	negativa	4	0	4	0	9.5345	4	negativa	4	0	4	0	1
Na realidade não é que estão seguindo a moda: eles estão sempre na moda.	4.5595	4	negativa	2	1	2	1	5.50425	4	negativa	4	0	4	0	1
Amo muito eles pois estão cuidando muito bem de mim.	7.954	4	neutra	3	0	1	3	9.531749999999999	4	negativa	3	0	3	1	0
Voltar a morar com meus pais e passar uma borracha na minha historia com ele.	3.9465000000000003	4	positiva	3	3	0	1	3.9720000000000004	4	neutra	3	1	0	3	0
Obrigada por me mostrar através da Leticia que ele não era o cara pra mim, que no futuro, algo melhor me espera.	2.73175	4	positiva	4	4	0	0	3.4202500000000002	4	positiva	3	3	0	1	1
Eu quase xingo aquela mulher de cima abaixo, é muita falta de respeito, quem é ela pra criticar meu namorado?	6.0737499999999995	4	positiva	2	2	1	1	4.52975	4	neutra	2	1	1	2	0
Quando o sangue esvair do seu corpo, será meu amor indo junto de ti.	5.22625	4	positiva	4	4	0	0	5.61825	4	positiva	3	3	0	1	1
Eu to uma baleia de gorda, não quero engordar mais e pronto.	5.343	4	negativa	4	0	4	0	5.211	4	negativa	2	1	2	1	1
Aí quando foi hoje, estávamos na sala eu, minha mãe e meu pai, ai minha mãe disse que eu nunca fazia nada pra ela, nunca estava com boa vontade pra dar opiniões sobre o cabelo dela e tal.	3.02675	4	negativa	3	1	3	0	3.2275	4	negativa	4	0	4	0	1
